"","Mound_ID","Shell_ID","Cage_ID","Cage_type","Mound_Num","Site","Sample_dat","Num_spat","Length_1","Length_2","Length_3","Length_4","Length_5","Total_m","meas30","meas25","meas20","percentless30","Num_spat_30","percentless25","Num_spat_25","percentless20","Num_spat_20","Mound_Treat","Deployment","treatbi","treattri","Sample_dat_num","salc","saln","curc","curn","logNum_spat","Obs"
"3107","GibbsShoal22",151722,"15172","Small Mesh",22,"Gibbs Shoal","Summer_2010",6,15.7,22.9,34.6,32.9,26.1,5,3,2,1,0.6,3.6,0.4,2,0.2,1.2,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.94591014905531,1974
"3108","GibbsShoal22",151723,"15172","Small Mesh",22,"Gibbs Shoal","Spring_2011",7,56.1,61,72,64,34.2,5,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,2.07944154167984,1975
"3109","GibbsShoal22",151726,"15172","Small Mesh",22,"Gibbs Shoal","Summer_2010",7,29.6,27.1,18.1,14.3,10.1,5,5,3,3,1,7,0.6,4,0.6,4.2,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.07944154167984,1976
"3111","GibbsShoal22",151724,"15172","Small Mesh",22,"Gibbs Shoal","Spring_2011",2,56.6,61.1,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.09861228866811,1977
"3114","GibbsShoal22",151727,"15172","Small Mesh",22,"Gibbs Shoal","Summer_2010",12,20.2,13.8,27.8,25.6,19,5,5,3,2,1,12,0.6,7,0.4,4.8,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.56494935746154,1978
"3117","GibbsShoal22",151721,"15172","Small Mesh",22,"Gibbs Shoal","Spring_2011",1,22.1,NA,NA,NA,NA,1,1,1,0,1,1,1,1,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,0.693147180559945,1979
"3118","GibbsShoal22",137248,"13724","Roof",22,"Gibbs Shoal","Fall_2010",7,10.9,40.8,39.6,18,17.3,5,3,3,3,0.6,4.2,0.6,4,0.6,4.2,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.07944154167984,1980
"3119","GibbsShoal22",140115,"14011","Open",22,"Gibbs Shoal","Spring_2011",5,50.1,46.8,46.2,43.5,56.9,5,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.79175946922805,1981
"3120","GibbsShoal22",142385,"14238","Large Mesh",22,"Gibbs Shoal","Spring_2011",3,59.1,67.2,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.38629436111989,1982
"3122","GibbsShoal22",142388,"14238","Large Mesh",22,"Gibbs Shoal","Spring_2011",3,47.3,41.9,22.6,NA,NA,3,1,1,0,0.333333333333333,1,0.333333333333333,1,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.38629436111989,1983
"3124","GibbsShoal22",151728,"15172","Small Mesh",22,"Gibbs Shoal","Summer_2010",10,25.1,12.4,33,21.1,12.1,5,4,3,2,0.8,8,0.6,6,0.4,4,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.39789527279837,1984
"3125","GibbsShoal22",151725,"15172","Small Mesh",22,"Gibbs Shoal","Spring_2011",3,23.2,43.1,62.3,51,NA,4,1,1,0,0.25,0.75,0.25,1,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.38629436111989,1985
"3127","GibbsShoal22",142389,"14238","Large Mesh",22,"Gibbs Shoal","Summer_2010",5,24.5,23.9,24.9,29.2,11.7,5,5,4,1,1,5,0.8,4,0.2,1,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.79175946922805,1986
"3128","GibbsShoal22",142387,"14238","Large Mesh",22,"Gibbs Shoal","Spring_2011",3,59.1,56.8,42.9,NA,NA,3,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.38629436111989,1987
"3129","GibbsShoal22",147795,"14779","Control",22,"Gibbs Shoal","Spring_2011",4,40.7,64.5,58.6,50.4,NA,4,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.6094379124341,1988
"3130","GibbsShoal22",137246,"13724","Roof",22,"Gibbs Shoal","Fall_2010",9,45.4,45.5,22.7,18,16.3,5,3,3,2,0.6,5.4,0.6,5,0.4,3.6,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.30258509299405,1989
"3133","GibbsShoal22",137246,"13724","Roof",22,"Gibbs Shoal","Summer_2010",11,31,18,12.8,17.1,16.1,5,4,4,4,0.8,8.8,0.8,9,0.8,8.8,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.484906649788,1990
"3135","GibbsShoal22",142384,"14238","Large Mesh",22,"Gibbs Shoal","Fall_2010",8,20.2,21.4,16.2,17.9,26.8,5,5,4,2,1,8,0.8,6,0.4,3.2,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.19722457733622,1991
"3136","GibbsShoal22",144798,"14479","Control",22,"Gibbs Shoal","Fall_2011",1,12.3,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Blank","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,0.693147180559945,1992
"3137","GibbsShoal22",137241,"13724","Roof",22,"Gibbs Shoal","Fall_2010",3,32,29.5,35.9,NA,NA,3,1,0,0,0.333333333333333,1,0,0,0,0,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.38629436111989,1993
"3139","GibbsShoal22",137247,"13724","Roof",22,"Gibbs Shoal","Fall_2010",7,49.7,22.1,19.5,23.4,26.9,5,4,3,1,0.8,5.6,0.6,4,0.2,1.4,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.07944154167984,1994
"3140","GibbsShoal22",142382,"14238","Large Mesh",22,"Gibbs Shoal","Spring_2011",2,61.9,67.2,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.09861228866811,1995
"3145","GibbsShoal22",151729,"15172","Small Mesh",22,"Gibbs Shoal","Fall_2010",8,50.3,41.1,44.9,45.2,54.5,5,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.19722457733622,1996
"3146","GibbsShoal22",140113,"14011","Open",22,"Gibbs Shoal","Spring_2011",1,52.7,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,0.693147180559945,1997
"3147","GibbsShoal22",140111,"14011","Open",22,"Gibbs Shoal","Summer_2010",1,14.6,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,0.693147180559945,1998
"3148","GibbsShoal22",142382,"14238","Large Mesh",22,"Gibbs Shoal","Summer_2010",8,14.7,19.6,17.7,11.2,19.1,5,5,5,5,1,8,1,8,1,8,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.19722457733622,1999
"3149","GibbsShoal22",151728,"15172","Small Mesh",22,"Gibbs Shoal","Spring_2011",8,54.2,53.7,40.5,57.9,22.2,5,1,1,0,0.2,1.6,0.2,2,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,2.19722457733622,2000
"3150","GibbsShoal22",140112,"14011","Open",22,"Gibbs Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Blank","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,0,2001
"3151","GibbsShoal22",137243,"13724","Roof",22,"Gibbs Shoal","Fall_2010",4,13.1,13.9,13.4,57.1,NA,4,3,3,3,0.75,3,0.75,3,0.75,3,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.6094379124341,2002
"3152","GibbsShoal22",142381,"14238","Large Mesh",22,"Gibbs Shoal","Spring_2011",3,68.8,39.6,59.9,NA,NA,3,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.38629436111989,2003
"3153","GibbsShoal22",142388,"14238","Large Mesh",22,"Gibbs Shoal","Summer_2010",13,28.4,10.8,14.4,24,8.2,5,5,4,3,1,13,0.8,10,0.6,7.8,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.63905732961526,2004
"3154","GibbsShoal22",147794,"14779","Control",22,"Gibbs Shoal","Spring_2011",3,40.4,30,12,NA,NA,3,2,1,1,0.666666666666667,2,0.333333333333333,1,0.333333333333333,1,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.38629436111989,2005
"3155","GibbsShoal22",144791,"14479","Control",22,"Gibbs Shoal","Summer_2010",2,17.5,29.7,NA,NA,NA,2,2,1,1,1,2,0.5,1,0.5,1,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.09861228866811,2006
"3156","GibbsShoal22",144792,"14479","Control",22,"Gibbs Shoal","Summer_2010",5,14.3,12.9,22.8,16.5,28.3,5,5,4,3,1,5,0.8,4,0.6,3,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.79175946922805,2007
"3157","GibbsShoal22",137244,"13724","Roof",22,"Gibbs Shoal","Summer_2010",1,17.4,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,0.693147180559945,2008
"3158","GibbsShoal22",137247,"13724","Roof",22,"Gibbs Shoal","Summer_2010",10,19.7,18.9,19.2,28,11.2,5,5,4,4,1,10,0.8,8,0.8,8,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.39789527279837,2009
"3159","GibbsShoal22",137249,"13724","Roof",22,"Gibbs Shoal","Summer_2010",1,21,NA,NA,NA,NA,1,1,1,0,1,1,1,1,0,0,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,0.693147180559945,2010
"3160","GibbsShoal22",NA,"14479","Control",22,"Gibbs Shoal","Fall_2011",4,23.2,15,32.3,5.9,NA,4,3,3,2,0.75,3,0.75,3,0.5,2,"Blank","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,1.6094379124341,2011
"3161","GibbsShoal22",140119,"14011","Open",22,"Gibbs Shoal","Spring_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,0,2012
"3163","GibbsShoal22",144797,"14479","Control",22,"Gibbs Shoal","Fall_2011",10,29.4,33.6,22,33.4,21.1,5,3,2,0,0.6,6,0.4,4,0,0,"Blank","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.39789527279837,2013
"3164","GibbsShoal22",140113,"14011","Open",22,"Gibbs Shoal","Fall_2011",11,30.3,15.9,55.9,34.1,22.3,5,2,2,1,0.4,4.4,0.4,4,0.2,2.2,"Blank","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.484906649788,2014
"3165","GibbsShoal22",140119,"14011","Open",22,"Gibbs Shoal","Fall_2011",16,27.7,27.2,52.2,25.3,54.9,5,3,0,0,0.6,9.6,0,0,0,0,"Blank","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.83321334405622,2015
"3167","GibbsShoal22",147793,"14779","Control",22,"Gibbs Shoal","Spring_2011",1,42.3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,0.693147180559945,2016
"3169","GibbsShoal22",140117,"14011","Open",22,"Gibbs Shoal","Summer_2010",3,20.7,26.4,14.2,NA,NA,3,3,2,1,1,3,0.666666666666667,2,0.333333333333333,1,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.38629436111989,2017
"3170","GibbsShoal22",147796,"14779","Control",22,"Gibbs Shoal","Spring_2011",2,16.4,61.9,NA,NA,NA,2,1,1,1,0.5,1,0.5,1,0.5,1,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.09861228866811,2018
"3171","GibbsShoal22",151724,"15172","Small Mesh",22,"Gibbs Shoal","Fall_2010",2,53.1,50,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.09861228866811,2019
"3172","GibbsShoal22",151725,"15172","Small Mesh",22,"Gibbs Shoal","Fall_2010",6,45,52.8,27.5,23.9,34.4,5,2,1,0,0.4,2.4,0.2,1,0,0,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.94591014905531,2020
"3174","GibbsShoal22",144793,"14479","Control",22,"Gibbs Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Blank","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,0,2021
"3176","GibbsShoal22",142387,"14238","Large Mesh",22,"Gibbs Shoal","Fall_2010",8,22.8,14.8,27.2,17.4,17.3,5,5,4,3,1,8,0.8,6,0.6,4.8,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.19722457733622,2022
"3178","GibbsShoal22",142383,"14238","Large Mesh",22,"Gibbs Shoal","Summer_2010",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,0,2023
"3179","GibbsShoal22",142385,"14238","Large Mesh",22,"Gibbs Shoal","Summer_2010",7,15.7,18.8,23.9,28.6,24.1,5,5,4,2,1,7,0.8,6,0.4,2.8,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.07944154167984,2024
"3181","GibbsShoal22",140115,"14011","Open",22,"Gibbs Shoal","Fall_2010",6,23.7,40.7,52.3,26.2,17.9,5,3,2,1,0.6,3.6,0.4,2,0.2,1.2,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.94591014905531,2025
"3182","GibbsShoal22",140116,"14011","Open",22,"Gibbs Shoal","Fall_2010",11,44,51.9,22.1,16.4,9.3,5,3,3,2,0.6,6.6,0.6,7,0.4,4.4,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.484906649788,2026
"3183","GibbsShoal22",137241,"13724","Roof",22,"Gibbs Shoal","Summer_2010",1,18,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,0.693147180559945,2027
"3184","GibbsShoal22",144799,"14479","Control",22,"Gibbs Shoal","Summer_2010",6,16.4,22.6,33.2,19.1,22.7,5,4,4,2,0.8,4.8,0.8,5,0.4,2.4,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.94591014905531,2028
"3185","GibbsShoal22",144797,"14479","Control",22,"Gibbs Shoal","Summer_2010",2,30.5,14,NA,NA,NA,2,1,1,1,0.5,1,0.5,1,0.5,1,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.09861228866811,2029
"3186","GibbsShoal22",144795,"14479","Control",22,"Gibbs Shoal","Summer_2010",4,14.4,30.5,17.3,14.4,NA,4,3,3,3,0.75,3,0.75,3,0.75,3,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.6094379124341,2030
"3189","GibbsShoal22",144794,"14479","Control",22,"Gibbs Shoal","Fall_2011",7,30.5,14.9,11,57.2,20.4,5,3,3,2,0.6,4.2,0.6,4,0.4,2.8,"Blank","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.07944154167984,2031
"3190","GibbsShoal22",144796,"14479","Control",22,"Gibbs Shoal","Fall_2010",5,50.5,41.4,41.4,12.5,17.9,5,2,2,2,0.4,2,0.4,2,0.4,2,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.79175946922805,2032
"3193","GibbsShoal22",140112,"14011","Open",22,"Gibbs Shoal","Fall_2010",4,5.1,4.7,51.2,36.4,NA,4,2,2,2,0.5,2,0.5,2,0.5,2,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.6094379124341,2033
"3194","GibbsShoal22",140115,"14011","Open",22,"Gibbs Shoal","Summer_2010",4,23.9,10.3,12.5,19.9,NA,4,4,4,3,1,4,1,4,0.75,3,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.6094379124341,2034
"3195","GibbsShoal22",140118,"14011","Open",22,"Gibbs Shoal","Summer_2010",3,21.9,23.6,21.8,NA,NA,3,3,3,0,1,3,1,3,0,0,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.38629436111989,2035
"3196","GibbsShoal22",140118,"14011","Open",22,"Gibbs Shoal","Fall_2010",4,20.1,42.3,35.6,35.1,NA,4,1,1,0,0.25,1,0.25,1,0,0,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.6094379124341,2036
"3197","GibbsShoal22",144798,"14479","Control",22,"Gibbs Shoal","Fall_2010",10,28.1,41.7,51.6,40.5,55.9,5,1,0,0,0.2,2,0,0,0,0,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.39789527279837,2037
"3198","GibbsShoal22",151721,"15172","Small Mesh",22,"Gibbs Shoal","Fall_2010",4,42.3,50.6,41.5,38.8,NA,4,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.6094379124341,2038
"3199","GibbsShoal22",151722,"15172","Small Mesh",22,"Gibbs Shoal","Fall_2010",5,58.7,48.2,56.9,44.5,39.9,5,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.79175946922805,2039
"3200","GibbsShoal22",144799,"14479","Control",22,"Gibbs Shoal","Fall_2010",4,18.8,18.6,57.1,43.3,NA,4,2,2,2,0.5,2,0.5,2,0.5,2,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.6094379124341,2040
"3201","GibbsShoal22",147791,"14779","Control",22,"Gibbs Shoal","Spring_2011",2,52,52,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.09861228866811,2041
"3203","GibbsShoal22",144797,"14479","Control",22,"Gibbs Shoal","Fall_2010",3,42.5,21.9,20.9,NA,NA,3,2,2,0,0.666666666666667,2,0.666666666666667,2,0,0,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.38629436111989,2042
"3204","GibbsShoal22",151729,"15172","Small Mesh",22,"Gibbs Shoal","Spring_2011",7,58.1,63.1,60.4,72.3,NA,4,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,2.07944154167984,2043
"3207","GibbsShoal22",140112,"14011","Open",22,"Gibbs Shoal","Summer_2010",2,14.9,24.4,NA,NA,NA,2,2,2,1,1,2,1,2,0.5,1,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.09861228866811,2044
"3208","GibbsShoal22",144795,"14479","Control",22,"Gibbs Shoal","Fall_2010",6,15.9,15.1,19.3,24.4,39.6,5,4,4,3,0.8,4.8,0.8,5,0.6,3.6,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.94591014905531,2045
"3209","GibbsShoal22",140111,"14011","Open",22,"Gibbs Shoal","Fall_2010",2,3.1,18.1,NA,NA,NA,2,2,2,2,1,2,1,2,1,2,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.09861228866811,2046
"3211","GibbsShoal23",765856,"76585","Small Mesh",23,"Gibbs Shoal","Fall_2010",7,36.2,17.5,35.8,12.2,27.4,5,3,2,2,0.6,4.2,0.4,3,0.4,2.8,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.07944154167984,2047
"3220","GibbsShoal23",765855,"76585","Small Mesh",23,"Gibbs Shoal","Fall_2010",12,40.7,26.2,35.5,55.6,36.8,5,1,0,0,0.2,2.4,0,0,0,0,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.56494935746154,2048
"3226","GibbsShoal23",139922,"13992","Control",23,"Gibbs Shoal","Fall_2011",10,29.7,24.6,23.4,17.4,22.7,5,5,4,1,1,10,0.8,8,0.2,2,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.39789527279837,2049
"3227","GibbsShoal23",653266,"65326","Roof",23,"Gibbs Shoal","Fall_2011",10,52.2,17.1,25.5,22.6,20.5,5,4,3,1,0.8,8,0.6,6,0.2,2,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.39789527279837,2050
"3231","GibbsShoal23",139923,"13992","Control",23,"Gibbs Shoal","Fall_2011",25,26.1,14.2,16.4,27.5,16.4,5,5,3,3,1,25,0.6,15,0.6,15,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,3.25809653802148,2051
"3235","GibbsShoal23",653265,"65326","Roof",23,"Gibbs Shoal","Fall_2011",7,19.4,16.2,22.5,38.8,41.9,5,3,3,2,0.6,4.2,0.6,4,0.4,2.8,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.07944154167984,2052
"3237","GibbsShoal23",653268,"65326","Roof",23,"Gibbs Shoal","Fall_2011",15,33.7,28,46.5,43.3,47.9,5,1,0,0,0.2,3,0,0,0,0,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.77258872223978,2053
"3238","GibbsShoal23",653269,"65326","Roof",23,"Gibbs Shoal","Fall_2011",8,19.8,36.3,40.4,21.5,48.2,5,2,2,1,0.4,3.2,0.4,3,0.2,1.6,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.19722457733622,2054
"3239","GibbsShoal23",956337,"95633","Large Mesh",23,"Gibbs Shoal","Fall_2010",7,43,28.6,40.6,31.7,23.6,5,2,1,0,0.4,2.8,0.2,1,0,0,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.07944154167984,2055
"3240","GibbsShoal23",956331,"95633","Large Mesh",23,"Gibbs Shoal","Fall_2010",2,36.2,27.6,NA,NA,NA,2,1,0,0,0.5,1,0,0,0,0,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.09861228866811,2056
"3241","GibbsShoal23",765851,"76585","Small Mesh",23,"Gibbs Shoal","Fall_2010",3,38.7,19,9.9,NA,NA,3,2,2,2,0.666666666666667,2,0.666666666666667,2,0.666666666666667,2,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.38629436111989,2057
"3242","GibbsShoal23",765853,"76585","Small Mesh",23,"Gibbs Shoal","Fall_2010",16,46.9,20.1,28.7,47.4,40,5,2,1,0,0.4,6.4,0.2,3,0,0,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.83321334405622,2058
"3244","GibbsShoal23",956338,"95633","Large Mesh",23,"Gibbs Shoal","Fall_2010",10,10,35.3,36.3,42.6,47.4,5,1,1,1,0.2,2,0.2,2,0.2,2,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.39789527279837,2059
"3247","GibbsShoal23",653261,"65326","Roof",23,"Gibbs Shoal","Fall_2011",7,14.9,21.1,49.1,16.7,21.5,5,4,4,2,0.8,5.6,0.8,6,0.4,2.8,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.07944154167984,2060
"3248","GibbsShoal23",653263,"65326","Roof",23,"Gibbs Shoal","Fall_2010",9,15.1,23.3,14.9,17.2,30.2,5,4,4,3,0.8,7.2,0.8,7,0.6,5.4,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.30258509299405,2061
"3249","GibbsShoal23",653266,"65326","Roof",23,"Gibbs Shoal","Fall_2010",3,29.1,14.3,14.2,NA,NA,3,3,2,2,1,3,0.666666666666667,2,0.666666666666667,2,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.38629436111989,2062
"3250","GibbsShoal23",956332,"95633","Large Mesh",23,"Gibbs Shoal","Fall_2010",9,31.8,35.5,34.8,30.8,37.1,5,0,0,0,0,0,0,0,0,0,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.30258509299405,2063
"3251","GibbsShoal23",956335,"95633","Large Mesh",23,"Gibbs Shoal","Fall_2010",4,26.4,7.7,5.3,5.4,NA,4,4,3,3,1,4,0.75,3,0.75,3,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.6094379124341,2064
"3255","GibbsShoal23",139924,"13992","Control",23,"Gibbs Shoal","Fall_2011",8,11.5,18.9,50.8,21.8,21.2,5,4,4,2,0.8,6.4,0.8,6,0.4,3.2,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.19722457733622,2065
"3256","GibbsShoal23",139927,"13992","Control",23,"Gibbs Shoal","Fall_2011",19,61.2,73.8,28.4,57,23.7,5,2,1,0,0.4,7.6,0.2,4,0,0,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.99573227355399,2066
"3259","GibbsShoal23",765859,"76585","Small Mesh",23,"Gibbs Shoal","Fall_2010",14,36.7,19.2,28.7,11.5,22.6,5,4,3,2,0.8,11.2,0.6,8,0.4,5.6,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.70805020110221,2067
"3263","GibbsShoal23",653269,"65326","Roof",23,"Gibbs Shoal","Fall_2010",5,15,21.5,21.4,23.8,27.4,5,5,4,1,1,5,0.8,4,0.2,1,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.79175946922805,2068
"3265","GibbsShoal23",765851,"76585","Small Mesh",23,"Gibbs Shoal","Fall_2011",15,34.5,14.3,13.2,11.7,16.1,5,4,4,4,0.8,12,0.8,12,0.8,12,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.77258872223978,2069
"3266","GibbsShoal23",765853,"76585","Small Mesh",23,"Gibbs Shoal","Fall_2011",33,59,43.2,16.2,62.9,25.8,5,2,1,1,0.4,13.2,0.2,7,0.2,6.6,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,3.52636052461616,2070
"3267","GibbsShoal23",765855,"76585","Small Mesh",23,"Gibbs Shoal","Fall_2011",18,55.4,40.6,54.8,64.8,20.7,5,1,1,0,0.2,3.6,0.2,4,0,0,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.94443897916644,2071
"3272","GibbsShoal23",139928,"13992","Control",23,"Gibbs Shoal","Fall_2011",27,27,27.2,21.6,56.5,27.6,5,4,1,0,0.8,21.6,0.2,5,0,0,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,3.3322045101752,2072
"3273","GibbsShoal23",653267,"65326","Roof",23,"Gibbs Shoal","Fall_2010",6,33.3,29.4,19.1,25.6,37.6,5,3,1,1,0.6,3.6,0.2,1,0.2,1.2,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.94591014905531,2073
"3274","GibbsShoal23",653264,"65326","Roof",23,"Gibbs Shoal","Fall_2010",2,26.4,16.5,NA,NA,NA,2,2,1,1,1,2,0.5,1,0.5,1,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.09861228866811,2074
"3281","GibbsShoal23",765858,"76585","Small Mesh",23,"Gibbs Shoal","Fall_2011",5,49.8,46.1,14.1,13.8,12.1,5,3,3,3,0.6,3,0.6,3,0.6,3,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,1.79175946922805,2075
